ondo,komando_no_nagasa,tsukawareta_kaisuu,gosa,yesNo
19.89,412,77,3.1,0
5.36,892,20,0.95,0
-17.52,596,3,2.27,0
9.67,746,49,0.79,0
-16.63,409,22,4.01,0
-11.09,905,86,0.49,0
10.36,933,21,2.24,0
2.46,272,49,0.41,0
11.98,126,36,4.38,0
26.31,802,77,2.56,0
5.38,185,87,1.54,0
31.55,768,69,3.28,0
15.52,593,2,3.8,0
39.05,586,41,1.74,0
9.53,110,57,3.12,0
-0.94,307,75,3.34,0
23.97,950,69,4.54,0
38.44,984,78,5.3,1
21.05,566,75,2.02,0
3.9,904,80,3.31,0
22.86,174,92,0.61,0
-7.78,557,87,1.28,0
6.25,605,69,4.0,0
-5.47,839,69,0.3,0
38.68,966,84,5.55,1
-15.5,824,41,1.98,0
31.67,327,80,4.42,0
-15.79,695,78,3.45,0
-19.88,359,98,3.42,0
-13.58,454,46,4.51,0
-6.12,316,26,3.3,0
-3.21,916,69,1.3,0
12.04,932,30,3.26,0
14.83,745,36,2.95,0
35.3,375,65,4.47,0
7.22,815,2,0.77,0
34.77,841,29,4.2,0
-1.92,345,5,2.78,0
-5.58,610,86,0.79,0
11.8,286,39,4.29,0
-7.13,758,15,3.17,0
17.64,509,98,3.14,0
38.81,865,42,1.56,0
10.68,787,6,3.27,0
37.09,159,68,0.4,0
-4.83,789,29,2.47,0
37.61,337,12,3.47,0
-1.08,774,32,2.82,0
35.78,903,97,7.21,1
37.35,731,53,3.32,0
36.03,985,76,9.41,1
35.36,788,5,4.83,0
36.47,983,95,7.71,1
16.92,216,75,4.11,0
-12.62,512,37,1.11,0
13.38,767,60,2.98,0
7.49,151,50,3.28,0
1.89,662,61,3.91,0
-13.37,183,13,0.53,0
19.65,483,84,2.81,0
39.66,997,92,8.22,1
39.77,905,88,6.55,1
17.99,677,15,1.71,0
-5.21,766,56,4.63,0
4.21,115,62,4.56,0
-16.5,875,49,2.31,0
0.97,791,91,4.95,0
-1.41,992,23,4.13,0
31.73,789,63,0.44,0
5.53,610,21,0.98,0
18.43,557,97,3.14,0
29.79,895,71,3.94,0
35.65,934,100,9.03,1
-11.47,963,54,3.76,0
27.21,902,7,3.37,0
30.71,189,8,1.12,0
5.5,948,61,2.23,0
23.26,472,14,2.21,0
25.03,744,14,2.35,0
32.27,610,91,1.59,0
-18.11,214,32,3.81,0
-15.76,731,60,0.63,0
9.02,446,6,4.74,0
23.13,697,9,1.53,0
39.7,670,27,1.43,0
-7.29,37,71,2.36,0
-5.16,489,74,3.58,0
14.59,562,71,0.37,0
37.83,989,88,6.14,1
26.84,208,24,4.85,0
0.5,523,51,2.95,0
38.97,915,97,6.39,1
37.86,975,86,6.72,1
28.59,578,40,2.64,0
5.26,746,22,3.17,0
7.77,573,32,1.12,0
23.07,740,20,3.21,0
37.37,975,91,6.6,1
8.2,834,94,3.81,0
23.36,437,91,2.32,0
-6.05,229,82,4.66,0
29.95,430,20,0.14,0
-10.97,499,90,2.24,0
22.97,497,16,4.79,0
5.89,391,56,4.85,0
39.99,628,39,4.7,0
8.4,542,7,1.87,0
-17.47,493,73,0.05,0
-6.19,641,27,3.89,0
38.09,975,83,6.28,1
6.15,764,5,1.26,0
-6.86,420,10,4.3,0
37.48,973,80,7.38,1
-6.49,252,28,2.01,0
5.11,674,14,1.36,0
38.11,857,12,4.77,0
33.24,733,53,0.18,0
-3.13,135,97,4.88,0
-7.83,698,65,3.33,0
1.22,997,99,1.61,0
11.22,583,48,4.82,0
-2.37,601,34,0.13,0
-17.0,168,41,2.4,0
-15.42,672,11,0.67,0
-4.34,994,16,1.3,0
21.31,301,14,3.62,0
5.13,95,71,4.03,0
-4.41,138,25,0.29,0
36.61,960,90,6.57,1
4.49,340,68,3.03,0
38.12,996,78,9.59,1
-3.99,595,89,1.97,0
3.35,965,80,4.83,0
-3.95,407,16,1.57,0
36.08,923,86,6.7,1
34.93,374,5,2.27,0
5.23,797,16,1.4,0
16.48,406,9,2.11,0
-6.05,337,39,3.57,0
-0.43,831,87,4.29,0
2.13,665,31,2.85,0
39.97,993,97,8.66,1
27.14,447,34,2.48,0
20.0,344,41,4.41,0
0.72,268,74,4.0,0
16.08,722,28,0.62,0
16.81,794,24,3.28,0
-13.6,970,42,1.67,0
33.99,115,21,2.42,0
22.22,100,98,3.0,0
31.73,799,57,4.77,0
7.1,603,70,2.59,0
16.08,632,15,0.82,0
-19.4,411,5,3.05,0
29.72,282,42,0.69,0
24.25,655,94,3.05,0
34.67,276,62,1.89,0
-15.63,864,49,1.94,0
6.29,994,45,4.6,0
-7.17,249,15,1.01,0
34.32,751,18,2.92,0
-16.37,748,68,0.95,0
30.07,370,14,4.93,0
16.76,158,52,3.45,0
33.0,544,9,0.19,0
8.28,766,33,3.54,0
5.42,454,84,0.04,0
-6.74,143,40,1.28,0
23.77,318,67,0.08,0
37.96,676,86,1.23,0
28.71,921,7,0.97,0
2.06,176,69,1.22,0
34.68,18,2,4.59,0
-16.36,434,14,4.69,0
-12.53,673,38,1.97,0
-2.76,770,6,4.5,0
35.73,953,80,7.52,1
-7.51,742,5,4.19,0
21.64,957,81,3.73,0
24.14,897,60,0.66,0
-17.35,511,52,3.55,0
15.16,158,61,4.89,0
8.09,232,50,0.05,0
39.37,960,88,8.55,1
39.98,909,76,5.93,1
37.14,347,79,4.39,0
-1.49,98,44,4.78,0
35.52,933,98,9.98,1
3.67,982,79,0.23,0
-5.24,852,5,4.93,0
4.18,61,7,3.87,0
33.36,438,87,3.97,0
10.78,239,57,4.43,0
11.72,45,32,3.32,0
-4.31,410,50,0.73,0
11.53,430,1,2.41,0
5.06,959,49,2.84,0
33.08,831,61,3.79,0
25.45,557,90,4.6,0
-9.51,255,9,1.19,0
26.87,703,90,3.58,0
-11.99,940,12,0.56,0
39.67,930,87,8.41,1
-18.81,712,19,4.96,0
18.14,238,21,4.76,0
5.3,375,94,4.28,0
28.92,546,90,2.36,0
-17.93,127,42,3.15,0
-6.85,751,15,4.54,0
-13.32,273,20,1.57,0
18.44,139,48,2.47,0
14.27,773,5,3.9,0
28.05,938,0,4.84,0
39.12,961,100,6.93,1
-7.12,207,52,0.02,0
35.56,429,73,0.7,0
7.44,119,2,1.89,0
10.21,319,59,0.89,0
36.58,182,85,4.53,0
16.42,436,82,3.79,0
13.26,689,67,1.72,0
21.34,529,11,3.86,0
-9.64,598,0,1.8,0
28.9,222,32,3.82,0
-8.27,612,74,4.53,0
20.32,598,89,1.64,0
14.41,209,74,0.75,0
-18.93,836,15,3.93,0
34.68,152,40,2.79,0
21.94,665,85,3.27,0
-11.46,679,5,2.95,0
37.61,822,81,4.4,0
-1.77,797,58,2.41,0
-14.48,69,11,4.52,0
-14.51,827,44,3.4,0
-7.93,344,45,1.54,0
39.01,969,85,5.1,1
37.75,935,81,6.76,1
30.47,497,1,3.46,0
14.11,802,36,0.19,0
18.34,503,96,2.01,0
35.45,998,90,9.88,1
38.6,995,92,8.19,1
35.98,981,86,6.99,1
15.03,977,9,0.0,0
36.98,944,87,6.35,1
18.19,583,13,2.97,0
-16.25,316,45,4.99,0
15.65,542,44,1.07,0
36.55,906,88,5.48,1
31.65,704,94,1.66,0
-7.55,780,31,0.07,0
12.49,473,67,4.61,0
14.06,227,22,4.54,0
17.15,510,49,4.13,0
-9.83,861,8,2.96,0
6.88,755,47,1.45,0
33.3,72,48,4.59,0
6.09,249,4,0.0,0
10.55,966,71,4.23,0
35.94,957,37,0.54,0
37.83,365,40,2.99,0
28.61,326,100,4.93,0
-7.52,495,98,2.72,0
33.01,623,79,3.85,0
-10.46,246,93,4.93,0
34.55,172,49,0.18,0
12.24,239,79,3.06,0
-8.05,506,98,2.21,0
-19.97,967,94,4.23,0
8.22,34,72,4.72,0
29.69,988,83,3.7,0
0.22,145,69,0.32,0
9.76,425,79,2.29,0
-18.98,368,35,3.83,0
27.09,325,52,4.46,0
11.8,653,86,3.4,0
-12.05,941,5,0.3,0
10.6,115,81,1.85,0
39.67,974,77,7.71,1
-19.48,854,22,4.52,0
9.76,373,88,0.6,0
-9.17,679,25,4.44,0
2.87,421,72,2.63,0
28.59,995,8,3.12,0
-0.59,43,10,4.31,0
-6.2,67,4,1.2,0
-3.77,632,57,2.0,0
2.4,67,37,0.87,0
35.5,936,78,8.92,1
-7.68,639,75,3.18,0
28.83,315,83,2.25,0
36.73,902,82,5.94,1
27.68,155,56,4.75,0
14.41,77,40,0.41,0
9.98,358,73,3.41,0
-17.2,865,89,4.38,0
9.18,93,8,2.0,0
38.42,437,5,4.91,0
1.65,826,38,4.97,0
36.53,950,84,9.83,1
25.08,513,35,4.0,0
39.45,265,16,1.88,0
-1.02,13,79,0.17,0
5.72,971,60,3.34,0
38.38,765,92,0.52,0
8.21,157,59,1.36,0
3.56,193,46,2.46,0
28.73,56,51,3.24,0
-17.57,326,10,2.41,0
34.66,371,15,0.71,0
33.91,234,96,4.08,0
15.76,585,27,4.68,0
10.7,800,55,3.21,0
0.49,999,7,4.82,0
36.7,640,59,0.07,0
17.7,93,81,4.74,0
12.45,305,91,3.68,0
-2.62,998,85,2.39,0
25.31,341,18,2.95,0
27.87,937,24,2.73,0
36.66,919,95,5.57,1
29.97,438,85,0.24,0
-4.23,163,78,1.01,0
34.72,767,67,3.97,0
28.73,234,61,3.28,0
28.68,446,81,1.86,0
8.16,196,90,2.98,0
35.72,951,97,8.83,1
-11.95,167,49,1.96,0
34.28,668,93,3.64,0
8.44,109,42,0.52,0
18.94,380,48,0.36,0
-0.89,646,65,3.2,0
-13.24,264,99,2.9,0
30.61,184,19,3.93,0
-1.92,767,40,1.69,0
-2.21,756,65,0.74,0
39.38,529,56,2.52,0
37.31,914,92,5.07,1
-8.7,359,8,1.47,0
-4.21,469,13,2.65,0
28.97,791,33,2.97,0
-10.94,165,62,3.37,0
25.6,972,24,3.66,0
-16.56,55,5,2.12,0
-19.89,975,72,0.6,0
38.2,404,76,0.25,0
28.8,150,20,4.32,0
-15.86,98,40,4.56,0
-10.17,700,32,0.58,0
26.77,113,48,4.28,0
29.23,905,40,2.64,0
35.33,932,91,8.48,1
21.77,822,94,1.99,0
33.23,628,55,4.96,0
-15.65,329,19,3.05,0
4.15,902,72,3.3,0
8.29,619,53,1.89,0
39.09,985,93,8.45,1
5.76,793,5,0.04,0
-13.11,524,37,0.57,0
38.89,385,19,4.25,0
33.45,168,35,4.79,0
22.81,932,38,0.86,0
17.91,526,45,2.65,0
35.51,925,85,6.65,1
-13.68,199,55,1.83,0
3.44,823,59,1.01,0
-5.42,135,59,3.82,0
0.58,817,41,1.37,0
0.89,973,28,2.36,0
27.78,165,4,3.87,0
11.33,932,27,1.18,0
0.53,18,95,3.05,0
-9.12,542,72,3.71,0
-1.16,77,56,4.91,0
14.22,670,61,0.32,0
4.95,269,31,2.69,0
37.57,964,94,8.33,1
30.5,142,69,1.17,0
36.48,959,82,9.33,1
-4.14,870,95,3.14,0
14.3,125,88,0.34,0
-4.49,803,57,0.01,0
-17.35,849,43,3.81,0
-12.3,215,12,4.38,0
21.4,490,65,2.39,0
2.06,920,4,4.16,0
-15.56,987,100,3.87,0
31.5,35,58,0.27,0
27.27,900,22,0.92,0
26.51,97,96,3.53,0
-15.51,294,34,1.69,0
27.34,372,50,0.11,0
-13.58,777,56,0.58,0
27.55,54,99,2.56,0
-6.13,868,31,0.3,0
15.66,897,68,1.69,0
-16.04,46,9,4.46,0
34.11,950,32,3.63,0
34.7,770,72,3.26,0
39.48,915,75,10.0,1
29.44,726,47,0.46,0
31.31,563,16,4.93,0
-15.5,213,91,2.37,0
27.03,417,39,1.32,0
38.35,990,78,6.9,1
13.82,76,18,1.79,0
8.05,664,42,2.12,0
-15.99,451,88,0.2,0
37.17,936,76,7.28,1
25.76,797,77,4.62,0
24.39,399,44,3.84,0
39.4,1000,84,8.26,1
-1.2,925,12,1.56,0
-2.18,443,68,1.81,0
17.57,373,31,3.37,0
-4.51,963,13,4.25,0
-3.56,340,12,0.81,0
-11.14,896,7,3.32,0
15.19,469,80,2.88,0
-12.05,915,45,3.27,0
8.98,833,86,3.05,0
36.23,970,90,9.62,1
25.16,503,23,1.19,0
-2.39,462,37,4.4,0
10.34,41,35,4.28,0
22.9,457,7,0.21,0
-6.48,823,4,4.23,0
-5.57,587,25,0.29,0
-12.97,724,59,4.74,0
28.89,951,19,4.35,0
36.79,999,86,6.82,1
-8.22,325,91,2.65,0
24.55,303,4,0.21,0
-15.33,568,2,3.34,0
5.02,403,3,3.03,0
20.76,691,85,2.8,0
12.24,378,60,3.89,0
39.43,58,97,0.32,0
38.0,612,9,0.73,0
-12.76,89,42,4.79,0
35.57,975,93,7.81,1
36.89,926,95,9.59,1
-16.84,487,8,4.59,0
-12.16,602,79,0.12,0
31.72,255,99,3.74,0
36.02,994,75,7.92,1
23.93,618,67,3.43,0
1.09,216,89,1.12,0
-16.24,999,68,1.27,0
-7.43,796,93,2.36,0
8.58,558,58,2.86,0
-14.73,191,18,4.62,0
-7.69,259,46,2.06,0
9.28,824,30,1.17,0
-7.19,943,84,3.4,0
27.78,932,25,4.91,0
33.52,346,26,2.76,0
33.82,144,77,0.68,0
38.98,384,94,2.51,0
36.72,910,96,9.26,1
-17.91,822,0,0.51,0
36.01,996,98,9.26,1
3.78,689,52,2.9,0
-14.19,596,20,3.63,0
12.92,86,50,4.44,0
38.0,996,75,5.69,1
37.77,930,97,0.79,0
14.99,749,94,4.61,0
35.27,554,42,4.25,0
-15.19,640,62,1.65,0
-13.42,946,28,0.67,0
-10.55,499,88,2.32,0
25.62,257,88,0.87,0
17.21,37,42,1.41,0
-14.14,743,3,4.03,0
1.11,523,51,2.75,0
-16.17,232,88,0.98,0
-17.63,662,100,2.14,0
35.84,970,94,9.48,1
1.5,962,50,2.85,0
39.74,134,100,1.99,0
6.2,150,65,3.77,0
-6.94,218,88,2.81,0
29.95,722,64,1.02,0
38.62,997,87,8.43,1
29.84,815,77,2.6,0
-5.94,579,25,1.71,0
39.09,910,86,6.96,1
22.7,634,83,1.59,0
8.12,700,100,3.76,0
-11.26,145,67,4.63,0
-13.8,68,32,4.39,0
18.49,858,89,3.45,0
21.15,748,48,1.01,0
-12.73,173,91,2.53,0
-11.94,128,90,0.87,0
24.39,702,61,3.26,0
-2.13,473,12,1.45,0
5.17,587,69,2.04,0
30.95,425,9,3.08,0
22.68,293,37,1.24,0
37.81,710,73,3.5,0
37.2,957,98,5.27,1
6.01,796,79,4.73,0
11.37,34,86,4.1,0
38.65,293,27,0.25,0
-11.31,196,90,0.75,0
36.12,966,75,7.67,1
25.4,461,24,4.81,0
-15.2,483,47,4.64,0
37.29,824,71,4.88,0
15.83,165,14,3.89,0
37.42,923,94,5.64,1
18.96,417,72,2.16,0
14.63,182,83,2.43,0
19.4,162,82,3.6,0
32.83,161,51,4.88,0
15.48,868,8,3.31,0
22.5,121,66,4.87,0
35.34,959,79,5.7,1
-8.35,902,66,2.66,0
1.65,602,43,4.31,0
34.89,419,32,1.21,0
7.56,366,33,4.65,0
30.7,704,84,2.75,0
-1.89,732,0,4.85,0
-7.85,314,37,4.9,0
37.35,681,5,1.56,0
-5.46,460,10,1.63,0
6.72,440,15,2.77,0
39.89,917,83,5.44,1
20.94,605,43,2.29,0
38.52,952,84,5.4,1
-14.69,260,91,4.34,0
19.5,220,51,1.06,0
-16.88,91,88,1.38,0
5.68,45,75,0.25,0
34.51,244,74,4.33,0
24.09,159,22,1.28,0
9.23,378,49,0.86,0
32.73,53,82,3.31,0
0.16,234,0,3.01,0
-15.24,42,95,3.74,0
18.32,820,19,3.86,0
-16.81,634,36,4.78,0
11.56,310,66,0.31,0
30.73,735,23,2.25,0
5.21,978,31,4.66,0
-13.7,226,82,3.87,0
26.3,524,76,1.67,0
-6.45,234,35,2.61,0
24.72,299,61,4.7,0
-14.6,894,21,2.08,0
-6.19,443,98,0.02,0
2.83,862,85,2.41,0
11.25,565,38,0.57,0
19.89,794,80,2.28,0
16.92,748,92,3.27,0
27.44,305,4,2.11,0
24.04,595,20,1.49,0
28.98,133,51,0.3,0
11.76,482,23,0.97,0
-5.89,493,51,0.25,0
-19.07,996,19,3.59,0
36.28,905,92,9.97,1
11.4,545,12,2.99,0
-16.65,697,78,4.37,0
32.73,596,57,4.21,0
36.69,807,58,3.89,0
20.43,731,100,3.35,0
34.45,446,12,4.08,0
-13.25,54,41,3.24,0
37.45,932,81,7.04,1
12.19,356,81,3.27,0
-0.26,272,13,2.48,0
-13.68,950,22,3.62,0
-14.13,859,3,2.1,0
4.95,919,46,1.85,0
26.28,407,18,2.76,0
21.51,871,55,2.88,0
37.99,956,87,7.31,1
-15.71,978,38,2.9,0
20.54,644,2,4.41,0
-4.09,502,18,1.1,0
2.28,704,76,4.33,0
32.44,651,83,1.55,0
10.72,415,75,1.62,0
37.13,997,89,6.55,1
10.33,378,1,4.75,0
-8.04,582,88,4.46,0
-17.9,950,29,0.77,0
-6.46,138,0,2.5,0
-8.68,809,52,4.76,0
16.42,60,29,4.84,0
35.42,930,91,9.07,1
25.14,443,1,4.38,0
38.2,672,10,3.38,0
35.61,359,85,3.79,0
21.56,817,28,0.59,0
8.68,787,93,1.09,0
7.33,127,15,4.96,0
17.62,905,8,2.41,0
26.97,214,30,0.19,0
8.68,145,59,3.98,0
5.05,102,24,0.54,0
36.68,922,85,9.54,1
-9.56,44,31,2.34,0
4.09,202,94,1.04,0
5.61,410,28,4.38,0
37.49,918,78,5.97,1
4.39,322,85,0.74,0
10.63,996,80,4.31,0
6.06,934,58,1.49,0
20.06,548,36,4.06,0
38.59,423,59,0.23,0
1.65,789,86,1.2,0
38.62,909,93,7.72,1
24.0,476,5,3.84,0
23.81,724,86,0.84,0
39.65,967,79,5.22,1
-19.4,236,57,4.72,0
37.71,607,84,1.87,0
-8.34,919,99,0.42,0
35.83,985,100,9.65,1
18.05,862,8,4.88,0
38.15,461,5,2.59,0
4.95,427,25,1.47,0
-0.58,409,85,4.51,0
34.35,284,83,3.04,0
7.53,70,42,5.0,0
22.05,224,23,4.54,0
30.4,843,51,1.83,0
-18.83,909,50,1.59,0
-9.37,749,11,2.12,0
-8.04,544,18,3.81,0
-10.1,810,74,3.09,0
37.93,925,77,7.57,1
-5.11,191,83,0.04,0
4.0,637,62,4.31,0
20.31,825,16,0.5,0
11.46,678,67,0.43,0
-2.16,752,92,2.76,0
-1.57,336,17,0.0,0
-15.6,608,87,3.31,0
14.11,171,92,3.71,0
35.6,185,53,0.79,0
3.11,344,25,0.82,0
-15.78,598,28,0.41,0
36.25,972,84,6.16,1
37.4,959,90,9.88,1
5.88,900,51,4.94,0
28.88,100,27,3.03,0
-3.37,702,11,4.39,0
-11.45,451,35,1.56,0
14.08,270,93,4.85,0
14.61,632,27,0.45,0
19.63,404,54,0.42,0
24.13,918,46,4.78,0
-17.04,743,50,1.91,0
-6.27,635,26,3.38,0
37.43,954,39,2.31,0
-11.85,550,67,4.76,0
39.5,975,83,8.44,1
-18.13,554,10,0.15,0
-15.75,342,37,3.59,0
39.98,939,82,8.7,1
-2.96,174,73,0.65,0
38.27,916,84,9.06,1
37.81,993,86,7.67,1
-17.75,31,2,4.47,0
-17.4,554,72,1.1,0
35.57,939,81,5.27,1
28.46,513,77,3.56,0
25.68,383,95,1.07,0
38.59,953,100,9.88,1
31.41,955,99,4.75,0
21.76,345,66,4.58,0
17.81,924,39,1.72,0
36.44,972,76,5.97,1
10.26,517,28,2.79,0
37.35,507,81,0.44,0
22.22,319,14,0.98,0
35.63,977,95,5.23,1
2.99,805,69,2.18,0
-9.85,771,17,1.39,0
-5.55,536,20,0.9,0
11.86,386,4,3.82,0
23.78,998,59,4.39,0
35.18,414,13,0.52,0
-10.41,317,90,3.53,0
-1.45,723,45,1.71,0
31.61,626,90,0.58,0
-14.89,986,39,3.9,0
12.04,662,89,1.5,0
-16.52,797,32,3.16,0
15.41,809,72,4.5,0
20.44,723,35,4.9,0
32.83,84,51,3.32,0
24.19,580,17,2.59,0
35.25,995,93,7.33,1
36.23,616,58,2.08,0
32.34,188,70,3.2,0
15.02,23,11,3.95,0
-15.31,808,61,0.2,0
19.1,724,62,0.54,0
37.51,975,98,9.63,1
-6.3,278,57,1.11,0
12.0,842,54,0.17,0
32.81,405,98,0.65,0
37.42,924,76,9.54,1
15.05,447,11,3.43,0
34.21,254,80,4.05,0
23.38,356,25,0.59,0
-10.7,908,61,2.05,0
37.93,988,81,8.34,1
-17.15,571,87,2.98,0
31.69,629,3,3.88,0
-9.07,515,89,3.96,0
17.95,311,24,4.69,0
1.84,947,45,4.28,0
18.85,287,4,0.07,0
37.68,993,80,9.54,1
-9.06,205,62,4.29,0
-6.44,354,95,4.24,0
-16.37,84,28,3.52,0
25.76,196,58,4.51,0
25.41,107,33,1.29,0
39.74,910,82,8.23,1
20.88,358,34,4.22,0
-6.69,317,90,2.59,0
10.19,410,72,1.48,0
-3.83,150,98,4.99,0
-3.16,545,3,4.04,0
-12.46,945,10,2.13,0
12.32,398,65,2.28,0
34.57,366,71,0.34,0
33.93,700,33,0.41,0
26.55,641,13,3.65,0
37.42,532,12,1.47,0
14.79,739,44,0.86,0
14.27,35,30,2.02,0
18.75,531,15,1.2,0
-5.89,850,16,1.02,0
24.6,605,19,0.42,0
9.18,938,97,1.24,0
28.34,938,32,4.12,0
6.01,44,7,1.04,0
-11.05,466,41,2.24,0
35.77,267,18,3.81,0
22.92,133,96,0.17,0
-3.02,970,80,1.26,0
35.36,908,83,5.6,1
16.81,293,40,3.57,0
-17.83,748,24,4.64,0
-2.15,57,15,0.55,0
35.22,572,63,1.76,0
-18.89,692,42,2.09,0
-18.52,468,55,1.75,0
37.87,931,87,8.26,1
0.92,108,41,1.95,0
28.22,281,8,2.51,0
-6.66,38,50,3.63,0
-0.63,816,65,0.01,0
-0.26,486,49,3.01,0
30.39,502,79,1.59,0
21.95,212,46,2.09,0
30.01,512,91,4.75,0
-1.31,744,90,0.98,0
24.15,808,28,0.04,0
35.43,977,93,8.47,1
13.25,802,12,4.92,0
-18.24,890,45,3.08,0
12.65,250,11,3.74,0
22.94,987,45,3.66,0
24.56,125,88,3.49,0
-13.69,805,15,3.11,0
8.46,387,75,1.59,0
2.5,179,85,2.6,0
-5.35,831,37,3.41,0
2.71,319,67,2.81,0
12.19,399,6,4.44,0
24.15,563,20,2.52,0
-14.63,219,17,1.93,0
37.1,973,2,0.48,0
26.05,199,16,1.27,0
4.35,482,64,2.87,0
-19.01,296,28,2.64,0
8.69,306,49,1.47,0
29.07,913,23,1.06,0
0.29,374,8,4.58,0
22.5,464,55,1.38,0
35.86,923,90,7.96,1
30.35,49,91,4.88,0
-1.26,430,40,3.3,0
36.61,984,90,6.22,1
33.52,376,1,3.84,0
30.07,447,50,2.95,0
30.16,406,14,0.21,0
21.2,721,63,0.02,0
35.3,176,42,3.25,0
28.87,245,62,2.96,0
-6.16,198,100,1.86,0
-16.19,825,80,0.18,0
8.69,898,53,0.51,0
36.51,928,81,8.43,1
19.26,965,96,1.88,0
28.68,256,74,2.13,0
37.38,962,92,8.9,1
8.91,482,4,0.8,0
-2.41,843,16,1.67,0
-9.13,830,50,1.74,0
31.56,239,34,2.53,0
37.57,983,86,9.51,1
-0.01,446,97,3.16,0
28.21,738,4,1.73,0
37.32,619,24,3.34,0
30.65,708,3,1.33,0
-2.63,19,9,1.77,0
-19.55,296,5,0.02,0
30.58,297,15,1.51,0
36.94,588,15,0.11,0
23.39,557,33,2.27,0
10.37,899,62,4.14,0
14.39,845,92,4.83,0
23.12,416,66,1.44,0
13.67,366,61,2.82,0
37.0,916,86,5.72,1
37.31,955,94,8.69,1
-17.37,871,73,3.77,0
36.1,577,36,2.35,0
9.76,392,76,0.08,0
-4.61,843,24,2.11,0
35.17,91,64,0.9,0
-0.69,174,84,4.52,0
33.13,391,93,3.15,0
5.71,842,45,1.74,0
10.56,776,42,0.23,0
35.21,908,77,6.77,1
17.93,203,40,1.12,0
35.98,940,90,8.97,1
9.4,452,34,1.93,0
36.12,937,78,5.85,1
17.55,844,85,2.01,0
38.92,256,82,1.93,0
39.61,976,79,9.27,1
39.3,311,34,4.37,0
29.15,872,46,3.98,0
23.77,307,8,4.94,0
38.15,943,99,8.43,1
38.18,917,89,5.34,1
-12.05,583,17,2.12,0
33.75,397,41,2.8,0
-17.46,434,55,0.05,0
33.04,986,74,2.84,0
20.06,529,36,2.42,0
28.58,208,71,0.2,0
26.66,29,20,1.45,0
35.38,908,86,5.51,1
-19.6,635,81,3.23,0
4.45,901,54,2.83,0
37.81,832,69,0.42,0
-10.79,901,35,4.35,0
-6.4,164,36,1.33,0
11.3,450,95,3.28,0
8.93,279,48,2.97,0
-7.62,303,66,3.94,0
-9.69,529,28,4.04,0
-13.73,476,48,0.99,0
38.1,17,27,3.94,0
28.3,487,93,2.77,0
37.32,940,99,8.45,1
-4.06,399,47,1.78,0
33.71,27,97,4.28,0
-11.62,61,60,2.92,0
-6.42,653,76,0.78,0
-6.82,725,23,0.11,0
0.87,543,73,1.03,0
14.27,484,94,1.66,0
18.83,34,89,1.89,0
37.71,241,22,4.12,0
13.14,802,29,2.51,0
-5.4,410,48,4.45,0
26.91,640,30,3.97,0
23.25,34,35,3.51,0
15.89,801,10,0.55,0
-5.89,158,46,0.17,0
21.61,679,7,4.74,0
0.81,567,9,3.28,0
-12.86,303,15,3.76,0
-12.5,287,0,4.36,0
-13.48,142,62,1.22,0
10.36,117,90,1.05,0
38.95,974,88,0.92,0
-7.78,601,93,4.59,0
16.2,798,67,2.18,0
39.9,903,92,7.71,1
36.31,425,96,0.57,0
26.64,150,5,4.86,0
-10.16,441,41,4.83,0
19.86,320,5,0.24,0
-2.83,611,87,0.99,0
-16.31,545,90,1.38,0
12.61,406,88,3.57,0
20.61,570,46,3.7,0
16.1,529,12,0.8,0
18.96,487,91,1.78,0
-8.19,961,69,2.89,0
37.6,918,82,8.0,1
36.91,902,86,9.24,1
16.08,148,47,0.09,0
28.22,359,58,2.86,0
38.74,220,1,1.49,0
36.18,334,71,1.28,0
36.95,913,94,9.67,1
-5.25,182,35,3.13,0
28.85,273,89,1.41,0
-18.94,594,39,0.46,0
-15.34,709,16,4.88,0
36.31,946,75,7.62,1
-0.83,547,69,0.38,0
29.9,115,77,2.27,0
-2.37,147,81,1.34,0
33.29,956,20,1.13,0
38.68,61,25,3.94,0
29.12,199,63,2.83,0
24.08,565,74,1.01,0
29.66,586,57,3.33,0
-10.99,639,30,3.97,0
17.2,653,94,2.56,0
-2.78,19,1,1.35,0
-4.4,745,71,2.05,0
39.35,900,90,7.95,1
-5.31,620,58,2.61,0
29.89,754,24,0.1,0
22.27,197,97,0.49,0
9.24,49,14,2.14,0
38.12,904,86,8.83,1
23.31,379,34,2.58,0
20.14,472,20,3.36,0
38.78,718,20,0.11,0
31.8,350,66,3.52,0
35.76,875,71,2.78,0
27.86,129,10,3.48,0
-13.02,29,76,2.14,0
33.98,40,79,2.34,0
2.12,583,64,2.34,0
6.16,60,17,0.56,0
19.45,530,77,0.86,0
25.31,495,33,1.04,0
1.81,307,34,0.66,0
34.63,616,64,2.77,0
16.84,291,99,1.82,0
-6.4,246,68,4.49,0
-3.11,387,48,3.39,0
37.22,946,76,5.88,1
34.27,682,32,0.45,0
38.47,957,17,4.75,0
-0.07,720,90,4.72,0
6.45,555,50,3.9,0
13.82,285,63,1.32,0
-5.56,890,31,3.71,0
18.04,462,72,1.73,0
39.78,122,2,2.41,0
28.09,586,24,4.15,0
-5.37,562,37,0.78,0
-13.85,604,91,0.87,0
-8.7,486,85,1.66,0
1.05,582,84,0.83,0
13.14,880,29,1.32,0
31.63,261,95,2.13,0
14.8,201,16,2.85,0
5.89,882,22,3.19,0
36.02,999,75,5.95,1
